2026-09-12T05:30:00Z,29.6626,30.8008,28.5289,28.6371
2026-09-12T05:31:02Z,29.5923,30.741,28.5218,28.6276
2026-09-12T05:32:04Z,29.6036,30.7688,28.521,28.5931
2026-09-12T05:33:06Z,29.6167,30.7411,28.4839,28.6189
2026-09-12T05:34:09Z,29.6023,30.7508,28.5024,28.6307
2026-09-12T05:35:11Z,29.604,30.7349,28.4901,28.6044
2026-09-12T05:36:12Z,29.5991,30.7522,28.5019,28.6166
2026-09-12T05:37:14Z,29.6008,30.7411,28.5242,28.6182
2026-09-12T05:38:17Z,29.5989,30.7506,28.496,28.5997
2026-09-12T05:39:19Z,29.6253,30.7363,28.5112,28.6178
2026-09-12T05:40:22Z,29.613,30.7497,28.5018,28.6121
2026-09-12T05:41:24Z,29.6013,30.7447,28.4959,28.6003
2026-09-12T05:42:26Z,29.6097,30.7576,28.5393,28.6326
2026-09-12T05:43:28Z,29.5948,30.7493,28.5021,28.604
2026-09-12T05:44:30Z,29.6236,30.7783,28.5357,28.6136
2026-09-12T05:45:33Z,29.6067,30.7479,28.5279,28.5832
2026-09-12T05:46:35Z,29.6331,30.7777,28.5254,28.6008
2026-09-12T05:47:37Z,29.6011,30.7676,28.5308,28.5959
2026-09-12T05:48:39Z,29.6215,30.7735,28.5286,28.6257
2026-09-12T05:49:41Z,29.6202,30.7487,28.524,28.6102
2026-09-12T05:50:43Z,29.6062,30.7221,28.5003,28.5888
2026-09-12T05:51:45Z,29.6222,30.7431,28.5303,28.5839
2026-09-12T05:52:48Z,29.6299,30.7407,28.5253,28.6159
2026-09-12T05:53:50Z,29.5832,30.7559,28.5054,28.5802
2026-09-12T05:54:52Z,29.6146,30.7515,28.5076,28.6123
2026-09-12T05:55:54Z,29.593,30.7647,28.5285,28.6094
2026-09-12T05:56:57Z,29.6166,30.768,28.4841,28.6016
2026-09-12T05:57:59Z,29.6317,30.7819,28.5235,28.6033
2026-09-12T05:59:01Z,29.6035,30.7807,28.5096,28.593
2026-09-12T06:00:03Z,29.626,30.7626,28.5195,28.6172
2026-09-12T06:01:06Z,29.6234,30.7569,28.5396,28.5944
2026-09-12T06:02:08Z,29.6181,30.7703,28.5117,28.6198
2026-09-12T06:03:10Z,29.6353,30.7524,28.5189,28.6332
2026-09-12T06:04:12Z,29.641,30.7578,28.5102,28.615
2026-09-12T06:05:14Z,29.6129,30.7646,28.5142,28.5877
2026-09-12T06:06:17Z,29.6253,30.75,28.5087,28.6174
2026-09-12T06:07:19Z,29.6622,30.745,28.5101,28.6361
2026-09-12T06:08:21Z,29.628,30.7769,28.505,28.6201
2026-09-12T06:09:23Z,29.6371,30.7552,28.5148,28.5859
2026-09-12T06:10:26Z,29.6309,30.7319,28.4955,28.6044
2026-09-12T06:11:28Z,29.6464,30.7683,28.5284,28.6091
2026-09-12T06:12:30Z,29.6223,30.7579,28.5382,28.6209
2026-09-12T06:13:32Z,29.6523,30.7552,28.5081,28.6111
2026-09-12T06:14:35Z,29.636,30.7691,28.4938,28.6094
2026-09-12T06:15:37Z,29.6098,30.7541,28.5173,28.602
2026-09-12T06:16:39Z,29.6119,30.7434,28.5424,28.5998
2026-09-12T06:17:41Z,29.6413,30.7584,28.5409,28.6019
2026-09-12T06:18:43Z,29.6271,30.7538,28.504,28.6219
2026-09-12T06:19:46Z,29.6298,30.7776,28.504,28.6004
2026-09-12T06:20:48Z,29.6468,30.7547,28.5411,28.6106
2026-09-12T06:21:50Z,29.6488,30.7657,28.502,28.6101
2026-09-12T06:22:52Z,29.6367,30.7378,28.5333,28.6269
2026-09-12T06:23:55Z,29.6398,30.7737,28.514,28.5917
2026-09-12T06:24:57Z,29.6253,30.7558,28.5377,28.6104
2026-09-12T06:25:59Z,29.6175,30.7416,28.5123,28.616
2026-09-12T06:27:01Z,29.6413,30.7406,28.5128,28.6421
2026-09-12T06:28:04Z,29.6546,30.7589,28.5203,28.6173
2026-09-12T06:29:06Z,29.6246,30.7535,28.5164,28.6085
2026-09-12T06:30:07Z,29.6026,30.7428,28.5412,28.5855
2026-09-12T06:31:10Z,29.6383,30.7677,28.5014,28.6137
2026-09-12T06:32:12Z,29.64,30.7449,28.5257,28.6362
2026-09-12T06:33:14Z,29.6051,30.7426,28.5102,28.6201
2026-09-12T06:34:17Z,29.6314,30.7553,28.5136,28.6381
2026-09-12T06:35:19Z,29.6215,30.7303,28.511,28.6209
2026-09-12T06:36:21Z,29.6518,30.7277,28.511,28.5984
2026-09-12T06:37:23Z,29.6423,30.7494,28.5345,28.5931
2026-09-12T06:38:26Z,29.6532,30.7525,28.5324,28.6249
2026-09-12T06:39:28Z,29.6414,30.7617,28.5106,28.6054
2026-09-12T06:40:30Z,29.6508,30.7481,28.5223,28.615
2026-09-12T06:41:33Z,29.6378,30.7662,28.5329,28.5999
2026-09-12T06:42:35Z,29.635,30.7526,28.4894,28.5959
2026-09-12T06:43:37Z,29.6357,30.7367,28.5069,28.5942
2026-09-12T06:44:39Z,29.6473,30.7576,28.4838,28.6125
2026-09-12T06:45:41Z,29.6304,30.7411,28.5073,28.6041
2026-09-12T06:46:44Z,29.638,30.7602,28.4791,28.5917
2026-09-12T06:47:46Z,29.6528,30.7358,28.5003,28.623
2026-09-12T06:48:48Z,29.6446,30.7668,28.5323,28.6118
2026-09-12T06:49:50Z,29.654,30.766,28.5193,28.5846
2026-09-12T06:50:52Z,29.6559,30.7732,28.5162,28.5748
2026-09-12T06:51:55Z,29.6264,30.7549,28.4967,28.6169
2026-09-12T06:52:57Z,29.6364,30.7584,28.5077,28.6232
2026-09-12T06:53:59Z,29.6167,30.7393,28.5179,28.6081
2026-09-12T06:55:02Z,29.6368,30.7509,28.506,28.6134
2026-09-12T06:56:04Z,29.6399,30.771,28.5073,28.5957
2026-09-12T06:57:06Z,29.6157,30.7493,28.4983,28.6238
2026-09-12T06:58:08Z,29.6466,30.7827,28.5244,28.605
2026-09-12T06:59:10Z,29.6487,30.7623,28.5236,28.6168
2026-09-12T07:00:13Z,29.6484,30.7656,28.511,28.6073
2026-09-12T07:01:15Z,29.6186,30.7491,28.5288,28.6261
2026-09-12T07:02:17Z,29.6272,30.7349,28.4905,28.6121
2026-09-12T07:03:19Z,29.6478,30.7721,28.5413,28.6002
2026-09-12T07:04:21Z,29.6387,30.7638,28.5294,28.5931
2026-09-12T07:05:24Z,29.6275,30.75,28.5152,28.6149
2026-09-12T07:06:26Z,29.6241,30.7417,28.5102,28.5883
