model,test_name,t_s_mean,t_s_std,t_s_req_mean,t_s_req_std,peak_ts_mean,peak_ts_std,peak_ts_req_mean,peak_ts_req_std,ttfr_mean,ttfr_std,est_ppt_mean,est_ppt_std,e2e_ttft_mean,e2e_ttft_std
deepseek-ai/DeepSeek-V4-Flash-0731,ctx_pp @ d65535 (c5),1894.200538063129,0.9026909924270488,850.3708610435716,533.5750595205475,,,,,104673.17138666792,48672.34608222344,104671.3228866594,48672.346082223434,104673.17138666792,48672.34608222344
deepseek-ai/DeepSeek-V4-Flash-0731,ctx_tg @ d65535 (c5),3.8160976951775414,0.5489210399523975,6.872165908229045,10.56237706875766,61.333333333333336,4.4969125210773475,17.733333333333334,13.333999983334168,,,,,,
deepseek-ai/DeepSeek-V4-Flash-0731,pp2048 @ d65535 (c5),1446.309784186474,17.52557178435217,546.7172008095205,370.1668501543896,,,,,5020.265140000265,1988.023726349589,5018.416639991726,1988.023726349589,5167.956453332833,1979.5030693149747
deepseek-ai/DeepSeek-V4-Flash-0731,tg128 @ d65535 (c5),44.77835555988702,3.020250812084398,15.62529992669481,4.789671403221993,107.33333333333333,11.897712198383164,27.666666666666668,5.485333981526457,,,,,,
deepseek-ai/DeepSeek-V4-Flash-0731,ctx_pp @ d65535 (c10),1886.283514925142,5.680384338765264,545.7779117905169,484.59304220709896,,,,,191845.05879000062,99728.6234313328,191843.21028999213,99728.62343133282,191845.05879000062,99728.6234313328
deepseek-ai/DeepSeek-V4-Flash-0731,ctx_tg @ d65535 (c10),3.3241099367587146,0.3230831737102625,3.9449254838898793,7.469891462736078,73.66666666666667,5.90668171555645,11.266666666666667,12.225474314815857,,,,,,
deepseek-ai/DeepSeek-V4-Flash-0731,pp2048 @ d65535 (c10),1496.2747451666453,21.37891967601169,355.68968126898875,316.0865501493124,,,,,8544.403963333269,3853.7308580147474,8542.555463324727,3853.730858014747,8569.306579999587,3882.2479499021692
deepseek-ai/DeepSeek-V4-Flash-0731,tg128 @ d65535 (c10),49.8585014828411,2.116142330627017,8.714388135335325,2.5171857698237137,137.33333333333334,7.760297817881877,20.566666666666666,3.8529930645610513,,,,,,
deepseek-ai/DeepSeek-V4-Flash-0731,ctx_pp @ d100000 (c1),1820.9421022926333,8.31815664212379,1820.9421022926333,8.31815664212379,,,,,54920.16963333784,250.4336829490599,54918.3211333293,250.4336829490599,54920.16963333784,250.4336829490599
deepseek-ai/DeepSeek-V4-Flash-0731,ctx_tg @ d100000 (c1),38.86954510890134,7.488438181836254,38.86954510890134,7.488438181836254,47.666666666666664,9.177266598624136,47.666666666666664,9.177266598624136,,,,,,
deepseek-ai/DeepSeek-V4-Flash-0731,pp2048 @ d100000 (c1),1201.4186458289005,9.088190060943214,1201.4186458289005,9.088190060943214,,,,,1706.5972333366517,12.864607988498525,1704.7487333281122,12.864607988498525,1706.5972333366517,12.864607988498525
deepseek-ai/DeepSeek-V4-Flash-0731,tg128 @ d100000 (c1),40.500140247522445,4.2093978732674495,40.500140247522445,4.2093978732674495,50.666666666666664,8.73053390247253,50.666666666666664,8.73053390247253,,,,,,
deepseek-ai/DeepSeek-V4-Flash-0731,ctx_pp @ d100000 (c2),1824.802923334834,2.530538645899581,1345.2765859306605,432.8640029765609,,,,,82921.53280000396,26680.399981530223,82919.68429999544,26680.399981530223,82921.53280000396,26680.399981530223
deepseek-ai/DeepSeek-V4-Flash-0731,ctx_tg @ d100000 (c2),3.794075727730494,0.7886773580661527,15.665058300811431,14.220319444166966,49.333333333333336,6.018490028422596,28.833333333333332,13.359349618234496,,,,,,
deepseek-ai/DeepSeek-V4-Flash-0731,pp2048 @ d100000 (c2),1276.5625692189033,4.98750602701015,915.3639722934519,276.733224386135,,,,,2464.199916663347,744.2645108946169,2462.351416654807,744.2645108946167,2465.2548499968057,743.1867107181737
deepseek-ai/DeepSeek-V4-Flash-0731,tg128 @ d100000 (c2),37.37212604605587,3.9142191937031545,26.109451095085944,11.757468996569175,64.33333333333333,10.873004286866728,37.666666666666664,10.640593133008245,,,,,,
deepseek-ai/DeepSeek-V4-Flash-0731,ctx_pp @ d100000 (c5),1804.8712784979682,23.64119380792782,814.0918150641857,505.1873089058873,,,,,166429.07162666865,77754.51964349434,166427.2231266601,77754.51964349435,166429.449380001,77753.99651260069
deepseek-ai/DeepSeek-V4-Flash-0731,ctx_tg @ d100000 (c5),2.73337287481955,0.059928473213198705,7.285249075812112,11.890638772153329,64.33333333333333,6.599663291074444,16.6,16.930445948054647,,,,,,
deepseek-ai/DeepSeek-V4-Flash-0731,pp2048 @ d100000 (c5),1257.4359832318917,192.6196719706295,460.7376589421486,320.46251045867166,,,,,6087.432000006083,2644.347692650176,6085.583499997544,2644.347692650176,6088.69324667224,2642.2665220202007
